repo,repo_id,score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,Webhooks,date
avrdudes/avrdude,,5.0,10,0,10,0,5,10,10,0,0,10,10,-1,0,0,0,8,0,10,,2026-04-07T17:00:41+01:00
awesome-harmonyos/harmonyos,,1.9,1,0,0,0,7,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T12:38:06+01:00
aws/amazon-freertos,,4.1,0,8,0,0,10,10,10,10,0,10,0,-1,0,0,10,0,0,0,,2026-04-06T19:47:53+01:00
aws/aws-cli,gh/6780767,6.0,10,6,10,0,3,10,10,10,0,9,10,-1,7,1,10,0,0,6,,2026-04-27T21:30:21+01:00
aws/aws-iot-device-sdk-embedded-c,,5.4,10,6,2,0,10,10,10,10,0,10,0,-1,0,0,10,0,0,9,,2026-04-07T17:59:34+01:00
aws/aws-sdk-js-crypto-helpers,gh/149673986,5.5,10,8,1,0,8,10,10,10,0,10,1,-1,5,1,10,-1,0,0,,2026-05-03T17:22:49+01:00
aws/aws-sdk-js-v3,gh/87228090,5.6,8,6,10,0,1,10,10,10,0,10,10,10,0,10,10,0,0,0,,2026-04-27T14:53:35+01:00
aws/pgactive,,5.1,10,6,2,0,8,10,10,0,0,10,1,-1,0,0,10,-1,0,10,,2026-04-07T16:59:39+01:00
axboe/fio,,4.5,10,0,6,0,2,10,10,0,10,10,10,-1,0,0,0,0,0,10,,2026-04-06T14:41:00+01:00
axboe/liburing,gh/200663555,4.9,10,0,5,0,3,10,10,0,0,10,10,-1,0,0,9,-1,0,10,,2026-04-06T17:36:00+01:00
axel-download-accelerator/axel,,2.8,10,0,0,0,0,10,-1,0,0,10,2,-1,-1,0,0,0,-1,10,,2026-04-06T17:37:50+01:00
axios/axios,gh/23088740,7.7,10,,10,0,7,10,10,10,0,10,10,10,5,10,10,-1,9,0,,2026-05-03T20:00:58+01:00
ayoubfaouzi/cpu-internals,,2.2,10,0,0,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:59:34+01:00
azure/azure-sdk-for-js,gh/108311273,6.1,9,5,10,0,10,10,0,10,0,10,10,-1,7,0,10,-1,9,1,,2026-04-27T16:09:34+01:00
azure/azure-sdk-for-python,gh/4127088,6.5,8,5,10,0,10,10,10,10,10,10,10,-1,0,0,10,-1,0,0,,2026-04-27T21:30:49+01:00
azure/msrest-for-python,gh/71186468,4.0,10,,0,0,3,10,-1,0,0,10,0,-1,0,0,10,-1,-1,10,,2026-05-03T23:21:45+01:00
azuread/microsoft-authentication-library-for-python,gh/67243113,7.6,10,,9,0,10,10,10,10,10,9,10,10,0,8,0,-1,0,10,,2026-05-03T23:21:51+01:00
b4winckler/macvim,,1.3,1,0,-1,0,0,10,-1,0,0,0,0,-1,-1,0,0,0,-1,9,,2026-04-06T15:39:41+01:00
babel/babel,gh/24560307,6.6,10,3,10,2,9,10,10,10,0,10,10,-1,0,0,10,-1,9,0,,2026-04-27T14:52:37+01:00
babel/babel-polyfills,gh/190579283,4.6,10,1,9,0,3,10,10,10,0,10,10,-1,0,0,0,-1,0,0,,2026-04-27T15:06:31+01:00
babel/minify,gh/55723051,2.9,9,,0,0,4,10,10,0,0,10,0,-1,0,0,0,-1,0,0,,2026-06-28T19:00:13+01:00
baidu/dperf,,2.6,10,0,0,0,1,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T15:35:28+01:00
bakkeby/dwm-flexipatch,,3.8,10,0,0,0,1,6,-1,0,0,10,9,-1,-1,0,0,-1,-1,10,,2026-04-07T14:59:13+01:00
bandarhl/bhtwitter,,2.9,0,0,0,0,2,10,10,0,0,0,1,-1,0,0,0,0,9,10,,2026-04-06T19:47:50+01:00
banjorecomp/banjorecomp,,4.1,10,0,9,0,2,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-07T11:56:33+01:00
baresip/baresip,,4.9,10,0,10,0,7,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-07T10:49:42+01:00
bartobri/no-more-secrets,,2.7,10,0,0,0,2,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T13:42:11+01:00
basedhardware/openglass,,2.1,10,0,0,0,3,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-06T16:37:41+01:00
basil00/windivert,,2.3,10,0,0,0,1,0,-1,0,0,9,0,-1,-1,0,0,0,-1,10,,2026-04-06T18:39:05+01:00
baskerville/bspwm,,2.9,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T13:41:07+01:00
baskerville/sxhkd,,2.6,10,0,0,0,1,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:51:16+01:00
bats3c/darkloadlibrary,,3.2,9,0,0,0,8,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:59:34+01:00
bats3c/shad0w,,1.8,0,0,0,0,4,6,-1,0,0,10,0,-1,0,0,0,0,-1,10,,2026-04-06T20:37:45+01:00
battelle/movfuscator,,1.4,0,0,-1,0,0,0,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T13:00:21+01:00
bb-qq/r8152,,3.3,10,0,0,0,1,0,-1,0,0,10,10,-1,-1,0,0,0,-1,10,,2026-04-06T18:51:30+01:00
bdamele/icmpsh,,2.1,9,0,0,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:56:50+01:00
bdwgc/bdwgc,gh/2109456,4.8,10,3,10,2,0,10,-1,0,0,9,10,-1,-1,10,0,0,-1,10,,2026-04-27T16:03:02+01:00
beatgammit/base64-js,gh/2853282,3.0,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T21:31:00+01:00
begeekmyfriend/bplustree,,2.5,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:57:18+01:00
begeekmyfriend/leetcode,,2.7,10,0,-1,0,0,0,-1,0,0,10,1,-1,-1,0,0,-1,-1,10,,2026-04-06T18:36:06+01:00
begeekmyfriend/yasea,,2.1,0,0,0,0,5,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T15:40:59+01:00
bellard/mquickjs,,2.9,10,0,0,0,1,0,-1,0,0,9,3,-1,-1,0,0,-1,-1,10,,2026-04-06T15:35:01+01:00
bellard/quickjs,,4.4,10,0,-1,0,0,10,10,0,10,9,10,-1,0,0,0,-1,0,6,,2026-04-06T13:37:29+01:00
benjaminp/six,gh/77868600,4.2,10,0,2,0,2,10,10,0,10,10,2,-1,0,0,0,-1,0,10,,2026-04-27T14:52:37+01:00
berdav/cve-2021-4034,,2.8,10,0,0,0,3,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:50:34+01:00
berkeley-abc/abc,,4.1,6,0,10,0,1,10,10,0,0,9,10,-1,0,0,0,-1,0,10,,2026-04-07T16:55:55+01:00
berry-lang/berry,,5.7,10,6,0,0,10,10,10,0,0,10,10,-1,0,7,0,-1,0,10,,2026-04-07T18:03:10+01:00
besser82/libxcrypt,gh/35503965,4.3,10,0,10,0,1,10,10,0,0,10,0,-1,0,8,0,8,0,10,,2026-04-27T14:55:58+01:00
betaflight/betaflight,,5.6,10,6,10,0,9,10,10,0,0,10,10,-1,1,0,0,-1,0,10,,2026-04-06T13:37:23+01:00
bill-haku/kawaii-gcc,,3.3,10,0,0,0,6,3,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T17:59:11+01:00
binbyu/reader,,1.1,0,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,0,-1,10,,2026-04-06T15:41:43+01:00
bincode-org/bincode,gh/24130045,2.2,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-27T21:31:11+01:00
bingoogolapple/bgaqrcode-android,,1.5,0,0,0,0,1,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T13:41:29+01:00
bitflags/bitflags,gh/29287955,6.8,10,3,10,0,4,10,10,0,0,10,10,-1,10,0,10,-1,10,10,,2026-04-27T16:09:16+01:00
bitmaker-hub/nerdminer_v2,,3.0,9,0,3,0,0,10,10,0,0,9,0,-1,0,0,0,0,0,10,,2026-04-06T19:46:49+01:00
bjornbytes/lovr,,4.2,10,3,10,0,0,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T19:48:13+01:00
bk138/gromit-mpx,,4.4,10,0,8,0,2,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-07T15:00:10+01:00
blakeembrey/array-flatten,gh/17789771,3.6,10,0,0,0,0,10,-1,10,0,10,0,-1,-1,0,10,-1,-1,0,,2026-04-27T21:31:11+01:00
blakeembrey/change-case,gh/9440238,4.0,10,0,0,0,1,10,10,10,0,10,0,-1,2,0,10,-1,0,0,,2026-04-27T14:55:25+01:00
blasty/cve-2021-3156,,2.5,10,0,0,0,1,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T18:03:56+01:00
blechschmidt/massdns,,3.8,10,3,1,0,3,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-06T17:36:14+01:00
blindmindstudios/starruler2-source,,2.5,0,0,0,0,7,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T12:58:09+01:00
blinker-iot/blinker-nrf52,,2.1,10,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T16:37:35+01:00
bloomberg/comdb2,,6.8,8,6,10,0,10,10,10,10,0,9,10,-1,0,0,10,-1,0,10,,2026-04-07T12:59:30+01:00
bluez/bluez,gh/219718895,5.0,10,3,-1,0,0,10,10,0,10,10,10,-1,1,0,0,-1,0,10,,2026-04-07T18:01:05+01:00
bluss/bencher,gh/65987276,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T21:31:17+01:00
bmax121/kernelpatch,,4.5,10,3,0,0,0,6,10,0,0,10,10,-1,0,0,0,0,9,10,,2026-04-07T15:03:02+01:00
bminor/glibc,gh/13868694,3.6,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,9,,2026-04-07T10:58:41+01:00
boazsegev/facil.io,,3.3,10,1,0,0,3,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:34:59+01:00
bobranten/ext4fsd,,3.2,10,0,0,0,1,6,-1,0,0,0,10,-1,-1,0,0,0,-1,10,,2026-04-07T10:56:15+01:00
bol-van/zapret,,3.2,3,3,0,0,0,10,10,0,0,0,10,-1,0,0,0,0,0,10,,2026-04-06T12:40:34+01:00
bol-van/zapret2,,3.0,6,0,-1,0,0,0,10,0,0,0,10,-1,0,0,0,0,0,10,,2026-04-07T10:49:51+01:00
bootchk/resynthesizer,,4.1,10,0,0,0,3,3,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-07T10:59:58+01:00
bootleg/ret-sync,,2.3,0,0,0,0,3,0,-1,0,0,10,5,-1,-1,0,0,-1,-1,10,,2026-04-06T20:35:32+01:00
boto/boto3,gh/24774658,7.4,10,6,10,0,0,10,10,10,0,10,10,-1,10,10,10,-1,9,3,,2026-04-27T14:53:40+01:00
boto/botocore,gh/6670942,7.9,10,6,10,0,1,10,10,10,10,10,10,-1,8,10,10,-1,9,3,,2026-04-27T21:31:24+01:00
boto/s3transfer,gh/49535299,8.4,10,6,10,0,6,10,10,10,0,10,10,-1,10,10,10,-1,9,9,,2026-04-27T14:55:24+01:00
braveg1rl/performance-now,gh/336187529,2.2,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-27T21:31:31+01:00
brektrou/rtl8821cu,,3.9,10,0,0,0,10,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:54:45+01:00
brendan-rius/c-jwt-cracker,,2.4,10,0,0,0,1,0,-1,0,0,10,0,-1,0,0,0,-1,-1,10,,2026-04-06T19:47:45+01:00
brianc/node-postgres,gh/991475,5.5,10,0,10,0,4,10,10,10,0,10,10,-1,0,0,0,-1,10,0,,2026-04-27T21:31:34+01:00
brianloveswords/node-jwa,,4.6,10,1,1,0,2,10,10,0,0,10,1,10,4,0,10,-1,0,10,,2026-04-27T21:31:37+01:00
brianmario/yajl-ruby,,5.0,10,8,1,0,7,10,10,0,10,10,0,-1,0,0,0,-1,0,10,,2026-04-07T13:00:34+01:00
broofa/mime,gh/534940,3.9,10,1,5,0,0,6,10,10,0,10,0,10,4,0,0,-1,0,0,,2026-04-27T16:08:31+01:00
broofa/node-int64,gh/1208666,2.9,10,0,0,0,2,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T16:10:05+01:00
browserify/events,gh/1649251,4.0,10,,0,0,0,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-05-18T00:38:03+01:00
browserify/node-util,gh/14568009,3.6,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-04-27T21:31:55+01:00
browserify/randombytes,gh/29300004,4.4,10,,0,0,3,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-05-18T00:38:03+01:00
browserify/resolve,gh/1915099,6.3,10,1,-1,5,0,10,10,0,0,10,10,-1,0,10,10,-1,10,10,,2026-04-27T15:06:41+01:00
browserslist/browserslist,gh/27971466,6.4,10,3,8,0,1,10,10,10,0,10,10,-1,10,5,10,-1,0,6,,2026-04-27T15:06:17+01:00
browserslist/caniuse-lite,gh/80221890,5.2,10,0,-1,0,0,10,-1,10,0,10,10,-1,-1,0,0,-1,-1,10,,2026-04-27T16:03:39+01:00
browserslist/update-db,gh/505548145,3.2,10,0,2,0,1,10,10,0,0,10,1,-1,10,0,0,-1,0,0,,2026-04-27T16:11:14+01:00
brunodev85/winlator,,1.3,0,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T12:38:37+01:00
brutal-org/brutal,,3.7,10,6,0,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T16:58:32+01:00
bryanpkc/corkscrew,,3.1,10,0,0,0,6,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:56:11+01:00
bsauce/kernel-exploit-factory,,1.4,0,0,0,0,0,3,-1,0,0,0,2,-1,-1,0,0,-1,-1,10,,2026-04-07T15:00:49+01:00
btbd/access,,2.2,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T18:00:31+01:00
buaazp/zimg,,2.2,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,0,-1,8,,2026-04-06T19:38:54+01:00
bucanero/pkgi-ps3,,3.4,10,0,6,0,2,6,10,0,0,10,2,-1,0,0,0,0,0,10,,2026-04-07T18:02:53+01:00
bugaevc/wl-clipboard,,4.1,10,0,0,0,2,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,10,,2026-04-06T20:36:39+01:00
bulwarkid/virtual-fido,,1.3,3,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,5,,2026-04-07T13:59:21+01:00
bumblebee-project/bumblebee,,3.0,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:00:15+01:00
bumptech/stud,,3.1,10,0,0,0,3,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T13:57:35+01:00
burntsushi/aho-corasick,gh/37290678,6.3,10,0,6,0,1,10,10,10,10,10,3,-1,10,0,0,-1,10,8,,2026-04-27T21:31:58+01:00
burntsushi/jiff,gh/759017108,5.8,10,0,10,0,2,10,10,0,10,10,10,-1,0,0,0,-1,10,10,,2026-04-27T21:32:02+01:00
burntsushi/memchr,gh/37290652,6.7,9,0,6,0,2,10,10,10,10,10,6,-1,10,0,0,-1,10,10,,2026-04-27T21:32:07+01:00
burntsushi/quickcheck,gh/17559913,5.1,10,0,3,0,2,10,10,0,0,10,10,-1,0,0,0,-1,10,10,,2026-04-27T15:05:26+01:00
burntsushi/same-file,gh/78375612,3.0,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T17:04:52+01:00
burntsushi/termcolor,gh/141345580,3.3,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-27T15:53:07+01:00
burntsushi/ucd-generate,gh/123997498,3.2,10,3,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T17:04:53+01:00
burntsushi/walkdir,gh/42685794,2.9,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T17:04:56+01:00
burntsushi/winapi-util,gh/146040682,4.3,10,0,2,0,2,10,10,0,0,10,0,-1,0,0,0,-1,10,10,,2026-04-27T15:08:29+01:00
burrito-elixir/burrito,,4.3,10,0,8,0,6,10,10,0,0,10,4,-1,0,0,0,-1,0,10,,2026-04-07T14:55:38+01:00
businho/pytest-ruff,gh/599731435,3.7,10,,0,0,2,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-05-03T23:21:52+01:00
but0n/avem,,2.9,9,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T19:37:35+01:00
bvschaik/julius,,4.1,9,3,7,0,3,10,10,0,0,10,1,-1,0,9,0,0,0,10,,2026-04-06T18:34:56+01:00
bytecodealliance/rustix,gh/295544240,5.1,10,0,3,0,6,10,10,0,0,9,10,-1,0,0,10,-1,0,10,,2026-04-27T21:32:21+01:00
bytecodealliance/wasi-rs,gh/196445196,5.9,10,,10,0,7,10,10,0,0,10,10,-1,0,0,10,-1,0,10,,2026-05-03T23:21:59+01:00
bytecodealliance/wasm-micro-runtime,,6.2,0,6,9,0,10,10,10,10,10,10,10,-1,0,7,9,0,0,7,,2026-04-06T14:43:00+01:00
bytedance/memory-leak-detector,,2.6,8,0,0,0,3,0,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:00:04+01:00
bztsrc/raspi3-tutorial,,3.0,10,0,0,0,5,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:49:28+01:00
c-ares/c-ares,gh/571708,6.3,10,1,9,5,6,10,10,0,10,10,10,-1,0,0,10,9,0,10,,2026-04-07T10:48:28+01:00
c9s/pux,,2.8,9,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:02:40+01:00
cactus-compute/cactus,,5.0,3,6,7,0,5,10,10,0,0,9,10,-1,0,0,10,-1,0,9,,2026-04-06T16:35:23+01:00
cage-kiosk/cage,,5.5,10,6,7,0,7,10,10,0,0,10,10,-1,0,0,0,8,0,10,,2026-04-07T10:59:50+01:00
calvinmetcalf/minimalistic-assert,gh/29144257,2.8,10,0,0,0,3,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T16:11:14+01:00
calvinmetcalf/process-nextick-args,gh/36039131,3.0,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T17:05:28+01:00
camerakit/camerakit-android,,4.0,5,6,0,0,10,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T15:36:06+01:00
canopennode/canopennode,,3.8,10,3,0,0,4,10,-1,0,0,10,2,-1,-1,0,0,-1,-1,10,,2026-04-07T10:59:09+01:00
caolan/async,gh/698041,4.4,10,0,4,0,0,10,10,10,0,10,0,-1,4,0,0,-1,10,0,,2026-04-27T16:06:07+01:00
cariboulabs/cariboulite,,2.0,0,6,0,0,1,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T14:59:55+01:00
carlini/printf-tac-toe,,2.6,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:35:01+01:00
cashapp/zipline,,5.8,9,8,9,0,4,10,10,10,0,10,10,10,0,7,0,-1,0,0,,2026-04-06T20:36:06+01:00
cathugger/mkp224o,,4.4,10,0,0,0,1,0,10,0,0,10,0,10,0,0,0,8,9,10,,2026-04-07T12:56:26+01:00
cboxdoerfer/fsearch,,3.9,10,0,0,0,0,10,10,0,0,10,8,-1,0,0,0,-1,0,10,,2026-04-06T16:37:13+01:00
cbsheng/tinyhttpd,,2.2,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:59:43+01:00
cc65/cc65,,5.4,10,3,10,0,10,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-06T19:46:35+01:00
cdown/clipmenu,,4.2,10,0,-1,0,0,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-07T15:55:39+01:00
cecio/usbvalve,,2.5,10,0,0,0,0,0,-1,0,0,10,4,-1,0,0,0,0,-1,10,,2026-04-07T14:56:01+01:00
center-for-threat-informed-defense/adversary_emulation_library,,2.1,0,6,0,0,2,10,10,0,0,10,0,-1,1,0,0,0,0,0,,2026-04-07T10:49:00+01:00
cepr/android-serialport-api,,1.9,7,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T14:58:16+01:00
certbot/certbot,gh/26516210,7.7,10,,10,0,10,10,10,0,0,9,10,-1,2,9,10,8,10,10,,2026-05-03T23:22:09+01:00
certifi/python-certifi,gh/3060959,7.1,10,0,8,0,5,10,10,10,0,9,8,10,5,0,10,-1,10,10,,2026-04-27T14:54:12+01:00
cesanta/elk,,3.3,10,0,0,0,1,3,10,0,0,9,2,-1,0,0,0,-1,0,10,,2026-04-07T10:58:41+01:00
cesanta/mjs,,2.9,8,0,0,0,0,6,-1,0,0,9,4,-1,-1,0,0,-1,-1,10,,2026-04-07T10:50:40+01:00
cesanta/v7,,3.1,10,3,0,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T13:55:44+01:00
cfenollosa/os-tutorial,,3.0,10,0,0,0,5,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T12:36:02+01:00
cgdb/cgdb,,3.0,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:59:24+01:00
cgsecurity/testdisk,,3.5,10,3,0,2,0,10,-1,0,0,10,2,-1,-1,0,0,-1,-1,10,,2026-04-06T20:35:38+01:00
chaijs/type-detect,gh/12107007,3.2,10,6,0,0,3,10,10,0,0,10,0,-1,0,0,0,-1,0,0,,2026-04-27T15:53:33+01:00
chalk/ansi-regex,gh/20451415,4.1,10,0,1,0,3,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:53:42+01:00
chalk/ansi-styles,gh/11803168,4.1,10,0,1,0,4,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:54:29+01:00
chalk/chalk,gh/11855195,4.0,10,0,0,0,3,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:54:07+01:00
chalk/slice-ansi,gh/43191689,4.3,10,0,0,0,0,10,10,0,0,10,6,-1,0,0,10,-1,0,10,,2026-04-27T16:09:44+01:00
chalk/strip-ansi,gh/15014856,4.2,10,0,1,0,2,10,10,0,0,10,3,-1,0,0,10,-1,0,10,,2026-04-27T14:54:17+01:00
chalk/supports-color,gh/11855007,4.1,10,0,1,0,4,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:55:14+01:00
chalk/wrap-ansi,gh/41053676,4.4,10,0,0,0,2,10,10,0,0,10,5,-1,0,0,10,-1,0,10,,2026-04-27T15:05:46+01:00
chalker/safer-buffer,gh/125825141,3.0,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T14:57:14+01:00
chardet/chardet,gh/5196969,6.8,10,3,10,0,0,10,10,10,0,10,10,10,0,8,0,-1,10,10,,2026-04-27T17:05:29+01:00
checkedc/checkedc,,3.0,10,3,0,0,2,10,-1,0,0,9,0,-1,-1,0,0,0,-1,10,,2026-04-06T17:38:26+01:00
checkpoint-restore/criu,,5.6,10,3,10,0,6,10,10,0,0,9,10,-1,0,10,0,-1,0,10,,2026-04-06T17:34:53+01:00
checkra1n/pongoos,,3.2,10,3,0,0,0,10,10,0,0,9,0,-1,0,0,0,0,0,10,,2026-04-06T19:40:04+01:00
cheeriojs/dom-serializer,gh/18991884,6.3,10,3,10,0,0,10,10,10,0,10,10,10,5,10,10,-1,0,2,,2026-04-27T17:05:30+01:00
chenlittleping/learningvideo,,1.4,0,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:54:39+01:00
chentao0707/qrcodescan,,1.5,0,0,0,0,1,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:00:55+01:00
chenyahui/annotatedcode,,1.1,10,0,0,0,0,0,-1,0,0,0,0,-1,2,0,0,-1,-1,0,,2026-04-07T13:58:44+01:00
chicoxyzzy/node-releases,gh/73765596,4.2,10,0,-1,0,0,10,10,0,0,10,9,-1,2,0,0,-1,0,10,,2026-04-27T16:08:39+01:00
chikage0o0/linux-netspeed,,1.5,0,0,0,0,2,0,-1,0,0,10,0,-1,0,0,0,-1,-1,10,,2026-04-06T17:34:53+01:00
chineseocr/darknet-ocr,,1.5,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-07T16:01:02+01:00
chjj/compton,,2.6,10,0,0,0,1,10,-1,0,0,9,0,-1,-1,0,0,0,-1,10,,2026-04-06T20:35:59+01:00
chobits/ngx_http_proxy_connect_module,,3.5,10,3,0,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T10:51:58+01:00
chocolate-doom/chocolate-doom,,4.9,10,6,10,0,10,10,10,0,0,10,3,-1,0,0,0,3,0,10,,2026-04-06T20:35:47+01:00
christophejacquet/pifmrds,,2.9,10,0,0,0,2,0,-1,0,0,10,2,-1,-1,0,0,-1,-1,10,,2026-04-07T12:56:26+01:00
chronotope/chrono,gh/18210201,6.1,10,3,10,0,4,10,10,10,10,9,9,-1,0,0,0,-1,0,10,,2026-04-27T17:05:30+01:00
chronotope/humantime,gh/59320323,4.8,10,3,10,0,2,10,10,10,0,10,1,-1,0,0,0,-1,0,10,,2026-04-27T17:05:34+01:00
cilium/tetragon,,7.4,10,8,10,0,7,10,10,10,10,10,10,10,9,9,10,0,0,3,,2026-04-06T16:35:00+01:00
cilynx/rtl88x2bu,,3.4,10,0,0,0,0,3,10,0,0,10,4,-1,0,0,0,-1,0,10,,2026-04-07T11:54:12+01:00
circuit-digest/esp-drone,,2.1,0,0,0,0,0,3,-1,0,0,0,9,-1,-1,0,0,-1,-1,10,,2026-04-07T10:51:53+01:00
cisco-talos/clamav,gh/5128084,7.0,6,6,10,0,10,10,10,10,10,10,10,-1,0,9,10,8,0,0,,2026-04-06T14:39:13+01:00
cisco/libsrtp,gh/9087423,5.1,10,0,10,0,3,10,10,0,10,9,10,-1,0,0,0,-1,0,10,,2026-04-07T13:59:03+01:00
citronneur/pamspy,,2.5,10,0,0,0,1,3,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T16:01:15+01:00
citusdata/citus,,6.5,10,3,10,0,10,10,10,10,0,10,10,10,0,7,10,-1,0,0,,2026-04-06T13:34:58+01:00
