"package","github_repo","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","git","eco_guess"
"colord","","132668","121301","114451","128777","138831","159982","True","True","False","0.00038475","B","",""
"libmaxminddb","","148420","66759","113697","143497","190264","227886","True","True","False","0.00038314","B","",""
"libexif","","121367","114082","104688","117703","125857","144508","True","True","False","0.00038216","B","",""
"qtbase-abi-5-15-15","","0","0","0","0","0","0","False","False","False","0.00037828","B","",""
"libxss","","130917","119551","111358","125603","138291","159783","True","True","False","0.00037773","B","",""
"net-snmp","","139221","126925","121770","135815","146315","165280","True","True","False","0.00037733","B","",""
"libproxy","","127947","114051","111392","126246","134463","153584","True","True","False","0.00037656","B","",""
"libuv1","libuv/libuv","139346","85849","124039","152428","185510","148905","True","True","False","0.00037481","B","https://github.com/libuv/libuv.git",""
"qt6-declarative","","16281","0","2367","4430","14876","43451","True","True","False","0.00037221","B","",""
"speex","","131857","120462","113691","127838","138482","158813","True","True","False","0.00036998","B","",""
"libfontenc","","139671","127387","118777","133326","148987","169882","True","True","False","0.00036943","B","",""
"postgresql-17","","86385","90361","78936","79993","86655","95980","True","True","False","0.00036927","B","",""
"kcoreaddons","","42719","36938","36003","41877","48080","50699","True","True","False","0.00036838","B","https://invent.kde.org/frameworks/kcoreaddons.git",""
"libldap-2.4-2","","151473","205783","194959","179342","100162","77122","True","True","False","0.00036805","B","",""
"libtheora","","128806","117422","111266","125679","137145","152519","True","True","False","0.00036746","B","",""
"lame","","129488","115592","109745","124513","137921","159669","True","True","False","0.00036652","B","",""
"libsoup3","","64064","0","9252","37585","90154","119266","True","True","False","0.00036642","B","",""
"raptor2","","105862","94557","87539","102081","113223","131910","True","True","False","0.00036625","B","",""
"mpg123","","113000","113496","108231","123331","127736","92207","True","True","False","0.00036480","B","",""
"libglu","","113765","106818","98084","110891","117544","135489","True","True","False","0.00036345","B","",""
"snappy","","142621","123124","122181","138452","153696","175654","True","True","False","0.00036317","B","",""
"libdeflate","ebiggers/libdeflate","127225","53384","96962","124916","165032","195832","True","True","False","0.00036172","B","https://github.com/ebiggers/libdeflate.git",""
"libssl1.1","","148298","179191","181655","174340","113494","92812","True","True","False","0.00036033","B","",""
"xcb-util-keysyms","","105286","95147","89223","100913","110634","130516","True","True","False","0.00035962","B","",""
"jbig2dec","","138172","129192","120611","134104","144124","162829","True","True","False","0.00035578","B","",""
"ijs","","137845","128719","120255","133761","143882","162610","True","True","False","0.00035498","B","",""
"libva","intel/libva","116444","92912","95318","112496","129390","152107","True","True","False","0.00035442","B","https://github.com/intel/libva.git",""
"libnotify","","115579","105129","97589","111337","122106","141737","True","True","False","0.00035392","B","",""
"nftables","","137467","44369","96614","130590","187146","228616","True","True","False","0.00035331","B","",""
"apr","","112592","117867","112285","120301","120281","92229","True","True","False","0.00035208","B","",""
"libnsl","thkukuk/libnsl","140473","59053","113256","145878","197995","186184","True","True","False","0.00034985","B","https://github.com/thkukuk/libnsl.git",""
"libsecret","","120608","111704","103589","117200","126016","144534","True","True","False","0.00034966","B","",""
"bc","","131418","114404","117985","130870","137756","156076","True","True","False","0.00034929","B","",""
"xcb-util-renderutil","","105308","94323","89104","101001","111037","131075","True","True","False","0.00034904","B","",""
"glib-networking","","131932","121904","116383","130339","136477","154557","True","True","False","0.00034835","B","",""
"xcb-util-image","","104635","93848","88430","100261","110292","130345","True","True","False","0.00034740","B","",""
"yajl","","117782","106068","99073","113754","125339","144680","True","True","False","0.00034323","B","",""
"libidn11","","139989","198131","174572","156645","94943","75656","True","True","False","0.00034014","B","",""
"libde265","strukturag/libde265","131579","99968","100850","119973","154939","182167","True","True","False","0.00034004","B","https://github.com/strukturag/libde265.git",""
"libdaemon","","124417","115904","107460","121197","129834","147690","True","True","False","0.00033969","B","",""
"libasyncns","","134152","123386","115958","129951","140576","160889","True","True","False","0.00033965","B","",""
"graphene","","98973","78235","79329","95859","110375","131067","True","True","False","0.00033793","B","",""
"sysprof","","3629","900","686","610","3654","12297","False","True","False","0.00033737","B","",""
"iproute2","","0","0","0","0","0","0","False","False","False","0.00033389","B","",""
"libxxf86dga","","131425","122602","114081","127721","136634","156090","True","True","False","0.00033338","B","",""
"libinput","","111504","98583","93741","108161","118818","138218","True","True","False","0.00033252","B","",""
"gtk4","","40742","4286","7035","26432","65990","99969","True","True","False","0.00033171","B","",""
"poppler","","110087","99771","93763","107812","115089","134003","True","True","False","0.00032869","B","",""
"xapian-core","","128962","125010","120338","133171","139790","126503","True","True","False","0.00032866","B","",""
"libapt-pkg6.0","","134866","59287","113231","145882","187625","168307","True","True","False","0.00032769","B","",""
"libgsm","","131671","120354","113512","127679","138314","158500","True","True","False","0.00032768","B","",""
"flite","","121868","107623","102957","117606","129999","151158","True","True","False","0.00032738","B","",""
"sratom","","116278","97686","96290","112055","126662","148700","True","True","False","0.00032417","B","",""
"xcb-util-wm","","104362","93357","88126","99990","110136","130204","True","True","False","0.00032403","B","",""
"mtdev","","100944","105494","98189","111953","111807","77278","True","True","False","0.00032385","B","",""
"libutempter","","127085","118983","112197","121028","131416","151801","True","True","False","0.00032368","B","https://git.altlinux.org/people/ldv/packages/?p=libutempter.git",""
"wavpack","","129112","119940","113532","127163","133403","151524","True","True","False","0.00032306","B","",""
"orc","","108565","112173","105525","119478","120515","85135","True","True","False","0.00032228","B","https://cgit.freedesktop.org/gstreamer/orc",""
"libcaca","","127564","115275","108359","122794","135409","155984","True","True","False","0.00032127","B","",""
"twolame","","126599","113336","107810","122404","134236","155210","True","True","False","0.00032111","B","",""
"x11-utils","","131056","122133","113712","127371","136296","155772","True","True","False","0.00032079","B","",""
"djvulibre","","121821","111238","103587","117453","128966","147863","True","True","False","0.00031997","B","",""
"libevent","","97074","52099","89714","114309","131871","97378","True","True","False","0.00031971","B","",""
"bluez","","113668","104413","96215","109374","119279","139059","True","True","False","0.00031889","B","",""
"libsdl2","","103367","75575","82611","100010","118289","140350","True","True","False","0.00031878","B","",""
"parted","","130199","116138","111467","126165","138307","158920","True","True","False","0.00031765","B","",""
"libsoxr","","123067","107336","103763","118982","132006","153251","True","True","False","0.00031733","B","",""
"libfile-fcntllock-perl","","128117","116184","120138","122685","128976","152606","True","True","False","0.00031638","B","",""
"apr-util","","118195","116443","111018","119055","119310","125150","True","True","False","0.00031438","B","",""
"libcdio","","75723","47324","68809","89044","101913","71528","True","True","False","0.00031411","B","",""
"liblangtag","","101519","91852","85620","98720","106939","124466","True","True","False","0.00031377","B","",""
"speexdsp","","107619","105645","98451","103079","103098","127826","True","True","False","0.00031365","B","",""
"libxfce4util","","35951","33929","32186","35549","36889","41205","True","True","False","0.00031331","B","",""
"libiec61883","","123024","110287","104350","118760","130483","151243","True","True","False","0.00031328","B","",""
"x11-xserver-utils","","121302","109726","103151","117316","128008","148309","True","True","False","0.00031328","B","",""
"kconfig","","41908","36843","35503","41045","46516","49633","True","True","False","0.00031321","B","https://invent.kde.org/frameworks/kconfig.git",""
